id,name,market
1101,台泥,twse
1102,亞泥,twse
1103,嘉泥,twse
1104,環泥,twse
1107,建台,twse
1108,幸福,twse
1109,信大,twse
1110,東泥,twse
1201,味全,twse
1203,味王,twse
1210,大成,twse
1213,大飲,twse
1215,卜蜂,twse
1216,統一,twse
1217,愛之味,twse
1218,泰山,twse
1219,福壽,twse
1220,台榮,twse
1225,福懋油,twse
1227,佳格,twse
1229,聯華,twse
1230,聯成食,twse
1231,聯華食,twse
1232,大統益,twse
1233,天仁,twse
1234,黑松,twse
1235,興泰,twse
1236,宏亞,twse
1240,茂生農經,tpex
1256,鮮活果汁-KY,twse
1258,其祥-KY,tpex
1259,安心,tpex
1262,綠悅-KY,twse
1264,德麥,tpex
1268,漢來美食,tpex
1294,漢田生技,tpex
1295,生合,tpex
1301,台塑,twse
1303,南亞,twse
1304,台聚,twse
1305,華夏,twse
1307,三芳,twse
1308,亞聚,twse
1309,台達化,twse
1310,台苯,twse
1311,福聚,twse
1312,國喬,twse
1313,聯成,twse
1314,中石化,twse
1315,達新,twse
1316,上曜,twse
1319,東陽,twse
1321,大洋,twse
1323,永裕,twse
1324,地球,twse
1325,恆大,twse
1326,台化,twse
1336,台翰,tpex
1337,再生-KY,twse
1338,廣華-KY,twse
1339,昭輝,twse
1340,勝悅-KY,twse
1341,富林-KY,twse
1342,八貫,twse
1402,遠東新,twse
1409,新纖,twse
1410,南染,twse
1413,宏洲,twse
1414,東和,twse
1416,廣豐,twse
1417,嘉裕,twse
1418,東華,twse
1419,新紡,twse
1423,利華,twse
1432,大魯閣,twse
1434,福懋,twse
1435,中福,twse
1436,華友聯,twse
1437,勤益控,twse
1438,三地開發,twse
1439,雋揚,twse
1440,南紡,twse
1441,大東,twse
1442,名軒,twse
1443,立益,twse
1444,力麗,twse
1445,大宇,twse
1446,宏和,twse
1447,力鵬,twse
1449,佳和,twse
1451,年興,twse
1452,宏益,twse
1453,大將,twse
1454,台富,twse
1455,集盛,twse
1456,怡華,twse
1457,宜進,twse
1459,聯發,twse
1460,宏遠,twse
1463,強盛新,twse
1464,得力,twse
1465,偉全,twse
1466,聚隆,twse
1467,南緯,twse
1468,昶和,twse
1469,理隆,twse
1470,大統新創,twse
1471,首利,twse
1472,三洋實業,twse
1473,台南,twse
1474,弘裕,twse
1475,業旺,twse
1476,儒鴻,twse
1477,聚陽,twse
1503,士電,twse
1504,東元,twse
1506,正道,twse
1507,永大,twse
1512,瑞利,twse
1513,中興電,twse
1514,亞力,twse
1515,力山,twse
1516,川飛,twse
1517,利奇,twse
1519,華城,twse
1520,復盛,twse
1521,大億,twse
1522,堤維西,twse
1523,開億,twse
1524,耿鼎,twse
1525,江申,twse
1526,日馳,twse
1527,鑽全,twse
1528,恩德,twse
1529,樂事綠能,twse
1530,亞崴,twse
1531,高林股,twse
1532,勤美,twse
1533,車王電,twse
1535,中宇,twse
1536,和大,twse
1537,廣隆,twse
1538,正峰,twse
1539,巨庭,twse
1540,喬福,twse
1541,錩泰,twse
1558,伸興,twse
1560,中砂,twse
1563,巧新,twse
1565,精華,tpex
1568,倉佑,twse
1569,濱川,tpex
1570,力肯,tpex
1580,新麥,tpex
1582,信錦,twse
1583,程泰,twse
1584,精剛,tpex
1586,和勤,tpex
1587,吉茂,twse
1589,永冠-KY,twse
1590,亞德客-KY,twse
1591,駿吉-KY,tpex
1592,英瑞-KY,twse
1593,祺驊,tpex
1595,川寶,tpex
1597,直得,twse
1598,岱宇,twse
1599,宏佳騰,tpex
1601,台光,twse
1603,華電,twse
1604,聲寶,twse
1605,華新,twse
1606,歌林,twse
1608,華榮,twse
1609,大亞,twse
1611,中電,twse
1612,宏泰,twse
1613,台一,twse
1614,三洋電,twse
1615,大山,twse
1616,億泰,twse
1617,榮星,twse
1618,合機,twse
1623,大東電,twse
1626,艾美特-KY,twse
1701,中化,twse
1702,南僑,twse
1704,榮化,twse
1707,葡萄王,twse
1708,東鹼,twse
1709,和益,twse
1710,東聯,twse
1711,永光,twse
1712,興農,twse
1713,國化,twse
1714,和桐,twse
1715,萬洲,twse
1716,永信,twse
1717,長興,twse
1718,中纖,twse
1720,生達,twse
1721,三晃,twse
1722,台肥,twse
1723,中碳,twse
1724,台硝,twse
1725,元禎,twse
1726,永記,twse
1727,中華化,twse
1729,必翔,twse
1730,花仙子,twse
1731,美吾華,twse
1732,毛寶,twse
1733,五鼎,twse
1734,杏輝,twse
1735,日勝化,twse
1736,喬山,twse
1737,臺鹽,twse
1742,台蠟,tpex
1752,南光,twse
1760,寶齡富錦,twse
1762,中化生,twse
1773,勝一,twse
1776,展宇,twse
1777,生泰,tpex
1780,立弘,tpex
1781,合世,tpex
1783,和康生,twse
1784,訊聯,tpex
1785,光洋科,tpex
1786,科妍,twse
1788,杏昌,tpex
1789,神隆,twse
1795,美時,twse
1796,金穎生技,tpex
1799,易威,tpex
1802,台玻,twse
1805,寶徠,twse
1806,冠軍,twse
1808,潤隆,twse
1809,中釉,twse
1810,和成,twse
1813,寶利徠,tpex
1815,富喬,tpex
1817,凱撒衛,twse
1902,台紙,twse
1903,士紙,twse
1904,正隆,twse
1905,華紙,twse
1906,寶隆,twse
1907,永豐餘,twse
1909,榮成,twse
2002,中鋼,twse
2006,東和鋼鐵,twse
2007,燁興,twse
2008,高興昌,twse
2009,第一銅,twse
2010,春源,twse
2012,春雨,twse
2013,中鋼構,twse
2014,中鴻,twse
2015,豐興,twse
2017,官田鋼,twse
2020,美亞,twse
2022,聚亨,twse
2023,燁輝,twse
2024,志聯,twse
2025,千興,twse
2027,大成鋼,twse
2028,威致,twse
2029,盛餘,twse
2030,彰源,twse
2031,新光鋼,twse
2032,新鋼,twse
2033,佳大,twse
2034,允強,twse
2035,唐榮,tpex
2038,海光,twse
2049,上銀,twse
2059,川湖,twse
2061,風青,tpex
2062,橋椿,twse
2063,世鎧,tpex
2064,晉椿,tpex
2065,世豐,tpex
2066,世德,tpex
2067,嘉鋼,tpex
2069,運錩,twse
2070,精湛,tpex
2072,世紀風電,twse
2073,雄順,tpex
2101,南港,twse
2102,泰豐,twse
2103,台橡,twse
2104,國際中橡,twse
2105,正新,twse
2106,建大,twse
2107,厚生,twse
2108,南帝,twse
2109,華豐,twse
2114,鑫永銓,twse
2115,六暉-KY,twse
2201,裕隆,twse
2204,中華,twse
2206,三陽工業,twse
2207,和泰車,twse
2208,台船,twse
2211,長榮鋼,twse
2221,大甲,tpex
2227,裕日車,twse
2228,劍麟,twse
2230,泰茂,tpex
2231,為升,twse
2233,宇隆,twse
2235,謚源,tpex
2236,百達-KY,twse
2239,英利-KY,twse
2241,艾姆勒,twse
2243,宏旭-KY,twse
2247,汎德永業,twse
2248,華勝-KY,twse
2250,IKKA-KY,twse
2254,巨鎧精密-創,twse
2258,鴻華先進-創,twse
2301,光寶科,twse
2302,麗正,twse
2303,聯電,twse
2305,全友,twse
2308,台達電,twse
2311,日月光,twse
2312,金寶,twse
2313,華通,twse
2314,台揚,twse
2315,神達,twse
2316,楠梓電,twse
2317,鴻海,twse
2321,東訊,twse
2323,中環,twse
2324,仁寶,twse
2325,矽品,twse
2327,國巨*,twse
2328,廣宇,twse
2329,華泰,twse
2330,台積電,twse
2331,精英,twse
2332,友訊,twse
2336,致伸,twse
2337,旺宏,twse
2338,光罩,twse
2340,台亞,twse
2341,英群,twse
2342,茂矽,twse
2344,華邦電,twse
2345,智邦,twse
2347,聯強,twse
2348,海悅,twse
2349,錸德,twse
2350,環電,twse
2351,順德,twse
2352,佳世達,twse
2353,宏碁,twse
2354,鴻準,twse
2355,敬鵬,twse
2356,英業達,twse
2357,華碩,twse
2358,廷鑫,twse
2359,所羅門,twse
2360,致茂,twse
2361,鴻友,twse
2362,藍天,twse
2363,矽統,twse
2364,倫飛,twse
2365,昆盈,twse
2367,燿華,twse
2368,金像電,twse
2369,菱生,twse
2371,大同,twse
2373,震旦行,twse
2374,佳能,twse
2375,凱美,twse
2376,技嘉,twse
2377,微星,twse
2379,瑞昱,twse
2380,虹光,twse
2381,華宇,twse
2382,廣達,twse
2383,台光電,twse
2384,勝華,twse
2385,群光,twse
2387,精元,twse
2388,威盛,twse
2390,云辰,twse
2391,合勤,twse
2392,正崴,twse
2393,億光,twse
2395,研華,twse
2396,精碟,twse
2397,友通,twse
2399,映泰,twse
2401,凌陽,twse
2402,毅嘉,twse
2403,友尚,twse
2404,漢唐,twse
2405,輔信,twse
2406,國碩,twse
2408,南亞科,twse
2409,友達,twse
2411,飛瑞,twse
2412,中華電,twse
2413,環科,twse
2414,精技,twse
2415,錩新,twse
2417,圓剛,twse
2418,雅新,twse
2419,仲琦,twse
2420,新巨,twse
2421,建準,twse
2423,固緯,twse
2424,隴華,twse
2425,承啟,twse
2426,鼎元,twse
2427,三商電,twse
2428,興勤,twse
2429,銘旺科,twse
2430,燦坤,twse
2431,聯昌,twse
2432,倚天,twse
2433,互盛電,twse
2434,統懋,twse
2436,偉詮電,twse
2437,旺詮,twse
2438,翔耀,twse
2439,美律,twse
2440,太空梭,twse
2441,超豐,twse
2442,新美齊,twse
2443,昶虹,twse
2444,兆勁,twse
2446,全懋,twse
2447,鼎新,twse
2448,晶電,twse
2449,京元電子,twse
2450,神腦,twse
2451,創見,twse
2452,乾坤,twse
2453,凌群,twse
2454,聯發科,twse
2455,全新,twse
2456,奇力新,twse
2457,飛宏,twse
2458,義隆,twse
2459,敦吉,twse
2460,建通,twse
2461,光群雷,twse
2462,良得電,twse
2463,研揚,twse
2464,盟立,twse
2465,麗臺,twse
2466,冠西電,twse
2467,志聖,twse
2468,華經,twse
2469,力信,twse
2471,資通,twse
2472,立隆電,twse
2473,思源,twse
2474,可成,twse
2475,華映,twse
2476,鉅祥,twse
2477,美隆電,twse
2478,大毅,twse
2479,和立,twse
2480,敦陽科,twse
2481,強茂,twse
2482,連宇,twse
2483,百容,twse
2484,希華,twse
2485,兆赫,twse
2486,一詮,twse
2488,漢平,twse
2489,瑞軒,twse
2491,吉祥全,twse
2492,華新科,twse
2493,揚博,twse
2494,廣業科,twse
2495,普安,twse
2496,卓越,twse
2497,怡利電,twse
2498,宏達電,twse
2499,東貝,twse
2501,國建,twse
2504,國產,twse
2505,國揚,twse
2506,太設,twse
2509,全坤建,twse
2511,太子,twse
2514,龍邦,twse
2515,中工,twse
2516,新建,twse
2520,冠德,twse
2524,京城,twse
2526,大陸,twse
2527,宏璟,twse
2528,皇普,twse
2530,華建,twse
2534,宏盛,twse
2535,達欣工,twse
2536,宏普,twse
2537,聯上發,twse
2538,基泰,twse
2539,櫻花建,twse
2540,愛山林,twse
2542,興富發,twse
2543,皇昌,twse
2545,皇翔,twse
2546,根基,twse
2547,日勝生,twse
2548,華固,twse
2596,綠意,tpex
2597,潤弘,twse
2601,益航,twse
2603,長榮,twse
2605,新興,twse
2606,裕民,twse
2607,榮運,twse
2608,嘉里大榮,twse
2609,陽明,twse
2610,華航,twse
2611,志信,twse
2612,中航,twse
2613,中櫃,twse
2614,東森,twse
2615,萬海,twse
2616,山隆,twse
2617,台航,twse
2618,長榮航,twse
2630,亞航,twse
2633,台灣高鐵,twse
2634,漢翔,twse
2636,台驊控股,twse
2637,慧洋-KY,twse
2640,大車隊,tpex
2641,正德,tpex
2642,宅配通,twse
2643,捷迅,tpex
2645,長榮航太,twse
2646,星宇航空,twse
2701,萬企,twse
2702,華園,twse
2704,國賓,twse
2705,六福,twse
2706,第一店,twse
2707,晶華,twse
2712,遠雄來,twse
2718,晶悅,tpex
2719,燦星旅,tpex
2722,夏都,twse
2723,美食-KY,twse
2724,富驛-KY,tpex
2726,雅茗-KY,tpex
2727,王品,twse
2729,瓦城,tpex
2731,雄獅,twse
2732,六角,tpex
2734,易飛網,tpex
2736,富野,tpex
2739,寒舍,twse
2740,天蔥,tpex
2743,山富,tpex
2745,五福,tpex
2748,雲品,twse
2751,王座,tpex
2752,豆府,tpex
2753,八方雲集,twse
2754,亞洲藏壽司,tpex
2755,揚秦,tpex
2756,聯發國際,tpex
2762,世界健身-KY,twse
2801,彰銀,twse
2807,竹商銀,twse
2809,京城銀,twse
2812,台中銀,twse
2816,旺旺保,twse
2820,華票,twse
2823,中壽,twse
2827,中聯,twse
2831,中華銀,twse
2832,台產,twse
2833,台壽保,twse
2834,臺企銀,twse
2836,高雄銀,twse
2837,萬泰銀,twse
2838,聯邦銀,twse
2841,台開,twse
2845,遠東銀,twse
2847,大眾銀,twse
2849,安泰銀,twse
2850,新產,twse
2851,中再保,twse
2852,第一保,twse
2854,寶來證,twse
2855,統一證,twse
2856,元富證,twse
2867,三商壽,twse
2880,華南金,twse
2881,富邦金,twse
2882,國泰金,twse
2883,凱基金,twse
2884,玉山金,twse
2885,元大金,twse
2886,兆豐金,twse
2887,台新新光金,twse
2888,新光金,twse
2889,國票金,twse
2890,永豐金,twse
2891,中信金,twse
2892,第一金,twse
2897,王道銀行,twse
2901,欣欣,twse
2903,遠百,twse
2904,匯僑,twse
2905,三商,twse
2906,高林,twse
2908,特力,twse
2910,統領,twse
2911,麗嬰房,twse
2912,統一超,twse
2913,農林,twse
2915,潤泰全,twse
2916,滿心,tpex
2923,鼎固-KY,twse
2924,宏太-KY,tpex
2926,誠品生活,tpex
2928,紅馬-KY,tpex
2929,淘帝-KY,twse
2936,客思達-KY,twse
2937,集雅社,tpex
2939,永邑-KY,twse
2941,米斯特,tpex
2945,三商家購,twse
2947,振宇五金,tpex
2948,寶陞,tpex
2949,欣新網,tpex
3002,歐格,twse
3003,健和興,twse
3004,豐達科,twse
3005,神基,twse
3006,晶豪科,twse
3007,綠點,twse
3008,大立光,twse
3009,奇美電,twse
3010,華立,twse
3011,今皓,twse
3013,晟銘電,twse
3014,聯陽,twse
3015,全漢,twse
3016,嘉晶,twse
3017,奇鋐,twse
3018,隆銘綠能,twse
3019,亞光,twse
3020,奇普仕,twse
3021,鴻名,twse
3022,威強電,twse
3023,信邦,twse
3024,憶聲,twse
3025,星通,twse
3026,禾伸堂,twse
3027,盛達,twse
3028,增你強,twse
3029,零壹,twse
3030,德律,twse
3031,佰鴻,twse
3032,偉訓,twse
3033,威健,twse
3034,聯詠,twse
3035,智原,twse
3036,文曄,twse
3037,欣興,twse
3038,全台,twse
3040,遠見,twse
3041,揚智,twse
3042,晶技,twse
3043,科風,twse
3044,健鼎,twse
3045,台灣大,twse
3046,建碁,twse
3047,訊舟,twse
3048,益登,twse
3049,精金,twse
3050,鈺德,twse
3051,力特,twse
3052,夆典,twse
3053,鼎營,twse
3054,立萬利,twse
3055,蔚華科,twse
3056,富華新,twse
3057,喬鼎,twse
3058,立德,twse
3059,華晶科,twse
3060,銘異,twse
3061,璨圓,twse
3062,建漢,twse
3063,飛信,twse
3064,泰偉,tpex
3066,李洲,tpex
3067,全域,tpex
3071,協禧,tpex
3073,天方能源,tpex
3078,僑威,tpex
3080,威力盟,twse
3081,聯亞,tpex
3083,網龍,tpex
3085,新零售,tpex
3086,華義*,tpex
3088,艾訊,tpex
3089,億杰,tpex
3090,日電貿,twse
3092,鴻碩,tpex
3093,港建*,tpex
3094,聯傑,twse
3095,及成,tpex
3105,穩懋,tpex
3114,好德,tpex
3115,富榮綱,tpex
3118,進階,tpex
3122,笙泉,tpex
3128,昇銳,tpex
3130,一零四,twse
3131,弘塑,tpex
3135,凌航,twse
3138,耀登,twse
3141,晶宏,tpex
3142,遠茂,twse
3144,新揚科,tpex
3147,大綜,tpex
3149,正達,twse
3150,鈺寶-創,twse
3152,璟德,tpex
3158,嘉實,tpex
3162,精確,tpex
3163,波若威,tpex
3164,景岳,twse
3167,大量,twse
3168,眾福科,twse
3169,亞信,tpex
3171,新洲,tpex
3176,基亞,tpex
3178,公準,tpex
3188,鑫龍騰,tpex
3189,景碩,twse
3191,雲嘉南,tpex
3202,樺晟,tpex
3205,佰研,tpex
3206,志豐,tpex
3207,耀勝,tpex
3209,全科,twse
3211,順達,tpex
3213,茂訊,tpex
3214,元砷,twse
3217,優群,tpex
3218,大學光,tpex
3219,倚強股份,tpex
3221,台嘉碩,tpex
3224,三顧,tpex
3226,龍鋒,tpex
3227,原相,tpex
3228,金麗科,tpex
3229,晟鈦,twse
3230,錦明,tpex
3231,緯創,twse
3232,昱捷,tpex
3234,光環,tpex
3236,千如,tpex
3252,海灣,tpex
3257,虹冠電,twse
3259,鑫創,tpex
3260,威剛,tpex
3264,欣銓,tpex
3265,台星科,tpex
3266,昇陽,twse
3268,海德威,tpex
3271,其樂達,twse
3272,東碩,tpex
3276,宇環,tpex
3284,太普高,tpex
3285,微端,tpex
3287,廣寰科,tpex
3288,點晶,tpex
3289,宜特,tpex
3290,東浦,tpex
3293,鈊象,tpex
3294,英濟,tpex
3296,勝德,twse
3297,杭特,tpex
3303,岱稜,tpex
3305,昇貿,twse
3306,鼎天,tpex
3308,聯德,twse
3310,佳穎,tpex
3311,閎暉,twse
3312,弘憶股,twse
3313,斐成,tpex
3315,宣昶,twse
3317,尼克森,tpex
3321,同泰,twse
3322,建舜電,tpex
3323,加百裕,tpex
3324,雙鴻,tpex
3325,旭品,tpex
3332,幸康,tpex
3338,泰碩,twse
3339,泰谷,tpex
3346,麗清,twse
3349,寶德,tpex
3354,律勝,tpex
3356,奇偶,twse
3357,臺慶科,tpex
3360,尚立,tpex
3362,先進光,tpex
3363,上詮,tpex
3367,英華達,twse
3372,典範,tpex
3373,熱映,tpex
3374,精材,tpex
3376,新日興,twse
3379,彬台,tpex
3380,明泰,twse
3383,新世紀,twse
3388,崇越電,tpex
3390,旭軟,tpex
3402,漢科,tpex
3406,玉晶光,twse
3413,京鼎,twse
3416,融程電,twse
3419,譁裕,twse
3426,台興,tpex
3430,奇鈦科,tpex
3432,台端,twse
3434,哲固,tpex
3437,榮創,twse
3438,類比科,tpex
3441,聯一光,tpex
3443,創意,twse
3444,利機,tpex
3447,展達,twse
3450,聯鈞,twse
3454,晶睿,twse
3455,由田,tpex
3465,進泰電子,tpex
3466,德晉,tpex
3467,台灣精材,tpex
3474,華亞科,twse
3479,安勤,tpex
3481,群創,twse
3483,力致,tpex
3484,崧騰,tpex
3485,敘豐,tpex
3489,森寶,tpex
3490,單井,tpex
3491,昇達科,tpex
3492,長盛,tpex
3494,誠研,twse
3498,陽程,tpex
3499,環天科,tpex
3501,維熹,twse
3504,揚明光,twse
3508,位速,tpex
3511,矽瑪,tpex
3512,皇龍,tpex
3514,昱晶,twse
3515,華擎,twse
3516,亞帝歐,tpex
3518,柏騰,twse
3519,綠能,twse
3520,華盈,tpex
3521,鴻翊,tpex
3522,御頂,tpex
3523,迎輝,tpex
3526,凡甲,tpex
3527,聚積,tpex
3528,安馳,twse
3529,力旺,tpex
3530,晶相光,twse
3531,先益,tpex
3532,台勝科,twse
3533,嘉澤,twse
3534,雷凌,twse
3535,晶彩科,twse
3536,誠創,twse
3537,堡達,tpex
3540,曜越,tpex
3541,西柏,tpex
3543,州巧,twse
3545,敦泰,twse
3546,宇峻,tpex
3548,兆利,tpex
3550,聯穎,twse
3551,世禾,tpex
3552,同致,tpex
3555,博士旺,tpex
3556,禾瑞亞,tpex
3557,嘉威,twse
3558,神準,tpex
3559,全智科,twse
3561,昇陽光電,twse
3563,牧德,twse
3564,其陽,tpex
3567,逸昌,tpex
3570,大塚,tpex
3573,穎台,twse
3576,聯合再生,twse
3577,泓格,tpex
3579,尚志,twse
3580,友威科,tpex
3581,博磊,tpex
3583,辛耘,twse
3584,介面,twse
3587,閎康,tpex
3588,通嘉,twse
3591,艾笛森,twse
3592,瑞鼎,twse
3593,力銘,twse
3594,磐儀,tpex
3596,智易,twse
3597,映興,tpex
3598,奕力,twse
3599,旺能,twse
3605,宏致,twse
3607,谷崧,twse
3609,三一東林,tpex
3611,鼎翰,tpex
3614,誠致,twse
3615,安可,tpex
3617,碩天,twse
3622,洋華,twse
3623,富晶通,tpex
3624,光頡,tpex
3625,西勝,tpex
3628,盈正,tpex
3629,地心引力,tpex
3630,新鉅科,tpex
3631,晟楠,tpex
3632,研勤,tpex
3638,F-IML,twse
3642,駿熠電,tpex
3645,達邁,twse
3646,艾恩特,tpex
3652,精聯,tpex
3653,健策,twse
3661,世芯-KY,twse
3663,鑫科,tpex
3664,安瑞-KY,tpex
3665,貿聯-KY,twse
3666,光耀,tpex
3669,圓展,twse
3672,康聯訊,tpex
3673,TPK-KY,twse
3675,德微,tpex
3679,新至陞,twse
3680,家登,tpex
3682,亞太電,twse
3684,榮昌,tpex
3685,元創精密,tpex
3686,達能,twse
3687,歐買尬,tpex
3689,湧德,tpex
3691,碩禾,tpex
3693,營邦,tpex
3694,海華,twse
3697,F-晨星,twse
3698,隆達,twse
3701,大眾控,twse
3702,大聯大,twse
3703,欣陸,twse
3704,合勤控,twse
3705,永信,twse
3706,神達,twse
3707,漢磊,tpex
3708,上緯投控,twse
3709,鑫聯大投控,tpex
3710,連展投控,tpex
3711,日月光投控,twse
3712,永崴投控,twse
3713,新晶投控,tpex
3714,富采,twse
3715,定穎投控,twse
3716,中化控股,twse
3717,聯嘉投控,twse
4102,永日,tpex
4104,佳醫,twse
4105,東洋,tpex
4106,雃博,twse
4107,邦特,tpex
4108,懷特,twse
4109,加捷生醫,tpex
4111,濟生,tpex
4113,聯上,tpex
4114,健喬,tpex
4116,明基醫,tpex
4119,旭富,twse
4120,友華,tpex
4121,優盛,tpex
4123,晟德,tpex
4126,太醫,tpex
4127,天良,tpex
4128,中天,tpex
4129,聯合,tpex
4130,健亞,tpex
4131,浩泰,tpex
4133,亞諾法,twse
4137,麗豐-KY,twse
4138,曜亞,tpex
4139,馬光-KY,tpex
4141,龍燈-KY,twse
4142,國光生,twse
4144,康聯-KY,twse
4147,中裕,tpex
4148,全宇生技-KY,twse
4152,台微體,tpex
4153,鈺緯,tpex
4154,樂威科-KY,tpex
4155,訊映,twse
4157,太景*-KY,tpex
4160,訊聯基因,tpex
4161,聿新科,tpex
4162,智擎,tpex
4163,鐿鈦,tpex
4164,承業醫,twse
4166,友霖,tpex
4167,松瑞藥,tpex
4168,醣聯,tpex
4169,泰宗,twse
4171,瑞基,tpex
4173,久裕,tpex
4174,浩鼎,tpex
4175,杏一,tpex
4178,永笙-KY,twse
4183,福永生技,tpex
4188,安克,tpex
4190,佐登-KY,twse
4192,杏國,tpex
4195,基米-創,twse
4198,欣大健康,tpex
4205,中華食,tpex
4207,環泰,tpex
4303,信立,tpex
4304,勝昱,tpex
4305,世坤,tpex
4306,炎洲,twse
4401,東隆興,tpex
4402,郡都開發,tpex
4406,新昕纖,tpex
4413,飛寶企業,tpex
4414,如興,twse
4416,三圓,tpex
4417,金洲,tpex
4419,元勝,tpex
4420,光明,tpex
4426,利勤,twse
4429,聚紡,tpex
4430,耀億,tpex
4432,銘旺實,tpex
4433,興采,tpex
4438,廣越,twse
4439,冠星-KY,twse
4440,宜新實業,twse
4441,振大環球,twse
4442,竣邦-KY,tpex
4502,健信,tpex
4503,金雨,tpex
4506,崇友,tpex
4510,高鋒,tpex
4513,福裕,tpex
4523,永彰,tpex
4526,東台,twse
4527,方土霖,tpex
4528,江興鍛,tpex
4529,淳紳,tpex
4530,宏易,tpex
4532,瑞智,twse
4533,協易機,tpex
4534,慶騰,tpex
