id,event_date,yoy,year,is_2022
1104,2023-01-11,0.272864,2023,False
1104,2023-12-11,0.230739,2023,False
1104,2024-03-04,0.349706,2024,False
1210,2022-04-06,0.292001,2022,True
1216,2024-05-22,0.18764,2024,False
1216,2024-07-22,0.170449,2024,False
1218,2022-02-14,0.157062,2022,True
1218,2022-04-12,0.160125,2022,True
1225,2022-08-23,0.19943,2022,True
1232,2023-04-06,0.409325,2023,False
1234,2023-06-12,0.281594,2023,False
1235,2022-06-16,0.743902,2022,True
1235,2023-05-16,0.70122,2023,False
1258,2023-03-10,0.16299,2023,False
1259,2022-07-08,0.174849,2022,True
1259,2022-08-05,0.357427,2022,True
1268,2022-08-26,4.755093,2022,True
1268,2022-09-29,1.545419,2022,True
1301,2022-03-03,0.245748,2022,True
1303,2022-02-07,0.219261,2022,True
1309,2024-02-19,0.367366,2024,False
1312,2025-10-22,0.759463,2025,False
1315,2022-11-30,0.180603,2022,True
1319,2022-06-15,0.216152,2022,True
1319,2024-02-15,0.527456,2024,False
1338,2022-02-11,0.208108,2022,True
1341,2022-11-07,0.421089,2022,True
1342,2022-04-19,0.234709,2022,True
1402,2022-08-31,0.161906,2022,True
1409,2022-02-21,0.310205,2022,True
1409,2023-12-20,0.157465,2023,False
1416,2025-12-22,0.163416,2025,False
1417,2021-11-11,0.459613,2021,False
1423,2022-11-01,0.187548,2022,True
1438,2021-10-25,7.0,2021,False
1442,2021-09-30,0.379883,2021,False
1444,2022-04-06,0.280241,2022,True
1445,2022-09-22,0.219938,2022,True
1456,2023-06-14,2.437186,2023,False
1464,2024-09-16,0.151534,2024,False
1465,2022-06-02,0.237072,2022,True
1465,2022-11-10,0.62666,2022,True
1470,2025-04-15,0.408177,2025,False
1472,2022-05-16,0.315516,2022,True
1472,2023-06-14,0.775457,2023,False
1472,2025-03-24,0.594452,2025,False
1474,2024-02-29,0.793552,2024,False
1477,2022-08-11,0.219418,2022,True
1503,2024-02-16,0.237196,2024,False
1512,2022-12-14,0.603943,2022,True
1513,2023-02-13,0.337966,2023,False
1514,2022-06-01,0.552497,2022,True
1515,2024-04-29,2.612976,2024,False
1516,2025-10-07,1.592525,2025,False
1517,2022-07-19,0.320282,2022,True
1519,2022-01-11,0.206857,2022,True
1519,2023-12-04,1.40986,2023,False
1519,2024-03-18,1.622267,2024,False
1524,2022-05-04,0.293614,2022,True
1526,2022-08-09,0.249817,2022,True
1528,2022-05-27,0.204445,2022,True
1530,2025-02-17,1.10388,2025,False
1532,2022-01-06,0.612396,2022,True
1533,2026-04-28,0.624076,2026,False
1535,2022-01-11,0.161402,2022,True
1535,2022-08-09,0.372689,2022,True
1535,2024-01-10,0.233785,2024,False
1539,2021-11-01,0.345913,2021,False
1539,2022-04-20,0.288531,2022,True
1539,2024-08-15,0.238439,2024,False
1540,2023-12-08,0.315337,2023,False
1540,2024-03-15,0.176428,2024,False
1580,2022-01-06,0.342361,2022,True
1580,2023-05-10,0.212245,2023,False
1584,2022-03-02,0.78382,2022,True
1584,2022-04-13,0.858148,2022,True
1589,2023-03-20,0.517544,2023,False
1591,2022-11-21,2.291135,2022,True
1591,2026-04-10,4.167363,2026,False
1608,2022-03-22,0.354857,2022,True
1612,2022-03-01,0.400604,2022,True
1615,2022-04-13,0.352676,2022,True
1616,2023-11-28,0.18303,2023,False
1616,2025-04-23,0.268266,2025,False
1617,2026-01-15,0.196593,2026,False
1708,2022-03-24,1.72939,2022,True
1711,2021-09-13,0.276938,2021,False
1714,2025-03-14,0.458956,2025,False
1720,2022-01-11,0.16325,2022,True
1720,2022-03-02,0.223003,2022,True
1721,2021-11-11,0.392889,2021,False
1721,2024-08-22,0.548317,2024,False
1722,2022-03-14,0.198568,2022,True
1727,2026-04-22,0.532033,2026,False
1733,2021-12-13,0.385388,2021,False
1733,2022-01-11,0.318874,2022,True
1733,2022-07-29,0.207111,2022,True
1734,2022-12-09,0.289571,2022,True
1734,2024-03-07,0.328269,2024,False
1737,2022-04-13,0.280044,2022,True
1742,2022-02-14,1.579824,2022,True
1762,2022-12-05,0.604807,2022,True
1777,2022-09-14,1.201046,2022,True
1783,2022-06-29,0.215666,2022,True
1784,2022-06-27,0.17988,2022,True
1784,2022-12-06,0.190907,2022,True
1789,2022-04-11,0.250351,2022,True
1796,2022-01-03,0.246541,2022,True
1799,2022-10-11,1.127436,2022,True
1799,2026-03-17,0.385802,2026,False
1806,2022-03-29,0.422105,2022,True
1806,2023-11-30,0.201669,2023,False
1808,2023-07-03,43.271013,2023,False
1808,2026-06-15,874.477046,2026,False
2006,2021-12-06,0.352896,2021,False
2007,2022-04-13,0.332774,2022,True
2008,2022-03-07,0.389536,2022,True
2008,2022-08-22,0.303794,2022,True
2008,2022-12-13,0.413682,2022,True
2009,2025-03-26,0.176387,2025,False
2010,2022-03-22,0.217349,2022,True
2013,2022-05-26,0.427057,2022,True
2013,2022-12-05,0.40806,2022,True
2015,2021-07-27,0.586501,2021,False
2020,2023-07-11,0.911777,2023,False
2020,2024-02-19,0.478694,2024,False
2022,2025-11-26,0.362594,2025,False
2031,2022-03-11,0.451479,2022,True
2032,2022-03-21,0.27871,2022,True
2033,2022-03-01,0.303427,2022,True
2033,2022-04-13,0.298429,2022,True
2059,2021-12-03,0.579562,2021,False
2059,2025-07-17,0.623875,2025,False
2064,2022-02-08,0.160436,2022,True
2064,2022-04-12,0.182655,2022,True
2070,2024-09-13,0.812909,2024,False
2073,2023-12-29,0.154567,2023,False
2105,2022-09-14,0.180271,2022,True
2106,2022-03-17,0.168909,2022,True
2114,2025-03-14,0.343327,2025,False
2204,2023-01-30,0.163656,2023,False
2211,2021-11-25,0.795452,2021,False
2228,2022-09-13,0.296088,2022,True
2236,2022-12-07,0.263812,2022,True
2239,2022-09-12,0.74604,2022,True
2243,2022-04-20,0.71857,2022,True
2247,2022-09-22,0.319709,2022,True
2247,2023-06-14,0.547658,2023,False
2301,2026-05-07,0.234474,2026,False
2308,2025-10-07,0.267135,2025,False
2312,2022-03-30,0.305358,2022,True
2316,2021-11-19,0.361191,2021,False
2328,2022-03-30,0.200973,2022,True
2330,2022-01-03,0.187419,2022,True
2332,2026-07-13,0.193914,2026,False
2337,2026-04-29,0.964629,2026,False
2338,2022-11-23,0.21268,2022,True
2342,2022-05-31,0.371654,2022,True
2345,2022-06-10,0.21655,2022,True
2345,2025-09-10,1.63393,2025,False
2347,2022-03-18,0.191572,2022,True
2347,2026-06-01,0.844095,2026,False
2357,2025-06-10,0.350634,2025,False
2357,2026-04-17,0.338465,2026,False
2360,2022-07-29,0.194587,2022,True
2360,2024-09-10,0.361606,2024,False
2362,2022-04-18,0.173752,2022,True
2363,2026-01-27,1.595149,2026,False
2365,2022-08-17,0.304677,2022,True
2368,2021-12-24,0.388928,2021,False
2368,2022-11-28,0.259594,2022,True
2383,2024-07-10,0.631952,2024,False
2383,2026-05-22,0.936173,2026,False
2388,2026-04-14,0.693967,2026,False
2392,2022-08-17,0.254332,2022,True
2397,2021-12-22,1.101056,2021,False
2397,2022-02-10,1.015177,2022,True
2404,2026-05-22,1.022257,2026,False
2408,2025-10-17,1.578077,2025,False
2414,2026-04-13,0.472762,2026,False
2419,2022-07-11,0.962066,2022,True
2421,2022-11-07,0.217657,2022,True
2421,2025-10-15,0.380239,2025,False
2424,2022-03-31,0.180529,2022,True
2424,2024-08-22,0.249057,2024,False
2426,2024-02-16,0.285268,2024,False
2428,2026-05-11,0.193455,2026,False
2444,2022-11-29,0.177467,2022,True
2449,2025-07-07,0.246803,2025,False
2451,2026-01-06,1.455878,2026,False
2455,2023-08-29,0.175595,2023,False
2461,2021-07-12,0.263738,2021,False
2465,2022-11-01,0.291323,2022,True
2467,2026-04-13,0.775854,2026,False
2471,2025-11-10,0.184377,2025,False
2482,2022-05-16,0.939052,2022,True
2484,2022-04-21,0.15541,2022,True
2493,2026-06-11,0.249085,2026,False
2495,2022-08-11,0.644285,2022,True
2495,2025-10-20,0.460574,2025,False
2511,2022-02-17,0.523367,2022,True
2515,2023-12-15,0.204288,2023,False
2530,2023-08-04,0.672074,2023,False
2534,2022-02-18,0.42214,2022,True
2536,2022-09-13,4.046158,2022,True
2537,2022-03-25,21.706341,2022,True
2538,2021-11-25,0.63681,2021,False
2538,2022-08-16,0.489184,2022,True
2539,2022-03-22,10.084112,2022,True
2540,2022-02-15,0.315014,2022,True
2542,2022-02-21,1.024272,2022,True
2545,2022-01-13,2.122606,2022,True
2546,2022-12-12,1.171367,2022,True
2547,2025-03-14,0.32055,2025,False
2548,2022-05-18,0.849563,2022,True
2548,2024-06-12,0.576181,2024,False
2596,2023-10-31,3.777564,2023,False
2597,2022-11-01,0.391781,2022,True
2606,2022-03-10,0.36192,2022,True
2606,2023-12-01,0.165683,2023,False
2606,2024-11-05,0.524459,2024,False
2611,2021-07-01,0.337118,2021,False
2611,2022-02-21,0.325262,2022,True
2612,2024-10-01,0.198351,2024,False
2633,2022-12-14,0.223289,2022,True
2633,2023-05-15,0.562426,2023,False
2634,2022-08-02,0.360802,2022,True
2636,2024-03-14,0.396902,2024,False
2637,2022-02-10,0.826974,2022,True
2641,2022-05-23,0.585329,2022,True
2643,2025-11-04,0.528514,2025,False
2705,2023-05-23,0.90804,2023,False
2705,2024-05-02,0.153814,2024,False
2706,2022-08-26,0.902123,2022,True
2707,2022-09-20,0.376748,2022,True
2707,2023-02-17,0.314301,2023,False
2719,2022-01-11,1.206314,2022,True
2727,2022-11-07,0.231915,2022,True
2729,2023-02-13,0.670796,2023,False
2729,2025-02-11,0.519761,2025,False
2732,2022-07-21,0.271402,2022,True
2734,2022-07-19,1.935418,2022,True
2734,2023-11-13,6.927322,2023,False
2739,2022-08-22,2.88707,2022,True
2739,2022-11-30,0.752967,2022,True
2740,2022-08-12,0.781668,2022,True
2743,2022-09-13,12.881794,2022,True
2753,2022-08-22,0.214137,2022,True
2753,2025-05-22,0.15539,2025,False
2755,2022-06-13,0.252625,2022,True
2755,2022-08-11,0.295077,2022,True
2801,2025-01-17,0.239599,2025,False
2809,2023-05-17,4.573083,2023,False
2809,2024-05-10,5.007334,2024,False
2812,2022-01-03,0.232018,2022,True
2832,2021-11-15,0.49036,2021,False
2836,2022-07-25,0.233213,2022,True
2836,2026-02-23,0.305782,2026,False
2855,2023-07-14,1.443975,2023,False
2855,2024-11-11,6.999942,2024,False
2880,2026-07-07,0.582979,2026,False
2884,2024-03-14,0.272914,2024,False
2885,2023-12-11,0.644065,2023,False
2885,2026-02-09,0.362254,2026,False
2887,2025-10-09,0.77986,2025,False
2890,2025-12-19,0.403627,2025,False
2891,2022-03-23,0.296812,2022,True
2891,2023-11-03,0.401445,2023,False
2891,2025-11-24,0.523073,2025,False
2897,2023-04-12,0.233408,2023,False
2906,2022-02-16,0.353999,2022,True
2911,2022-08-26,0.21814,2022,True
2913,2022-01-12,0.344681,2022,True
2913,2022-02-23,0.197743,2022,True
2916,2022-01-17,0.199782,2022,True
2926,2022-02-21,0.153919,2022,True
2926,2022-09-16,0.306463,2022,True
2926,2022-12-30,0.198902,2022,True
2937,2022-06-08,0.208944,2022,True
2937,2024-10-14,0.265994,2024,False
3002,2022-08-10,0.635865,2022,True
3002,2024-02-16,0.320844,2024,False
3002,2025-08-07,0.184237,2025,False
3002,2025-10-13,0.630207,2025,False
3003,2026-06-09,0.226713,2026,False
3004,2022-06-06,0.357013,2022,True
3004,2022-07-29,0.583461,2022,True
3004,2026-01-21,0.196086,2026,False
3006,2024-06-13,0.200714,2024,False
3006,2026-01-28,1.078597,2026,False
3011,2022-04-22,0.402805,2022,True
3014,2025-07-02,0.151961,2025,False
3021,2024-06-28,0.282959,2024,False
3022,2022-12-08,0.625861,2022,True
3025,2023-03-21,0.836348,2023,False
3027,2022-11-29,0.39637,2022,True
3027,2023-03-17,1.20375,2023,False
3028,2022-03-14,0.22231,2022,True
3028,2026-02-03,0.25306,2026,False
3030,2025-07-17,0.471259,2025,False
3031,2023-03-21,0.475449,2023,False
3034,2023-09-15,0.485208,2023,False
3035,2021-10-08,0.457329,2021,False
3035,2022-03-29,1.221245,2022,True
3035,2022-12-02,0.33246,2022,True
3036,2025-09-19,0.227449,2025,False
3037,2022-02-18,0.406636,2022,True
3037,2022-12-05,0.331041,2022,True
3038,2023-04-28,0.184451,2023,False
3040,2021-07-23,0.507182,2021,False
3043,2023-04-28,1.112715,2023,False
3049,2021-12-16,0.161859,2021,False
3050,2023-06-20,0.243465,2023,False
3066,2022-08-17,0.623998,2022,True
3073,2022-03-07,0.451259,2022,True
3073,2025-05-19,0.728504,2025,False
3078,2023-12-08,0.544653,2023,False
3088,2022-01-03,0.237232,2022,True
3090,2023-09-15,0.311368,2023,False
3090,2024-02-22,0.405482,2024,False
3090,2025-07-02,0.358156,2025,False
3092,2022-02-18,0.235828,2022,True
3092,2022-03-24,0.566212,2022,True
3093,2021-08-06,0.480921,2021,False
3094,2026-05-18,0.217567,2026,False
3094,2026-06-17,0.164945,2026,False
3095,2023-10-16,0.249579,2023,False
3095,2026-02-24,0.167794,2026,False
3115,2021-12-06,0.577945,2021,False
3130,2022-03-11,0.306576,2022,True
3131,2024-02-15,0.293393,2024,False
3141,2021-07-02,1.119461,2021,False
3141,2021-10-22,1.094733,2021,False
3163,2022-03-15,0.443601,2022,True
3163,2022-08-08,0.760719,2022,True
3191,2022-01-03,0.17983,2022,True
3207,2022-06-02,0.366852,2022,True
3209,2022-02-11,0.204446,2022,True
3213,2026-07-03,0.787847,2026,False
3218,2022-07-13,0.533667,2022,True
3218,2022-08-17,0.431621,2022,True
3229,2022-08-01,2.250504,2022,True
3231,2022-01-13,0.306692,2022,True
3231,2026-01-07,1.946419,2026,False
3232,2022-04-29,0.886334,2022,True
3232,2022-09-13,0.569197,2022,True
3259,2025-09-05,0.269183,2025,False
3264,2021-08-27,0.305881,2021,False
3264,2025-12-26,0.205153,2025,False
3265,2022-04-08,0.424484,2022,True
3265,2026-04-08,0.181591,2026,False
3272,2022-09-08,1.362651,2022,True
3284,2022-07-28,1.525817,2022,True
3284,2024-01-16,0.267903,2024,False
3285,2022-06-15,0.214429,2022,True
3289,2022-07-19,0.325569,2022,True
3293,2023-06-01,0.176541,2023,False
3293,2024-03-12,0.317926,2024,False
3294,2024-07-16,0.186042,2024,False
3303,2022-02-09,0.279731,2022,True
3306,2024-01-16,0.466112,2024,False
3308,2022-01-12,1.285856,2022,True
3312,2025-03-11,0.716035,2025,False
3313,2022-04-18,663.0,2022,True
3313,2025-09-04,0.464273,2025,False
3324,2022-02-07,0.190046,2022,True
3332,2021-12-23,0.600923,2021,False
3332,2022-05-11,0.548621,2022,True
3332,2025-11-03,0.309671,2025,False
3346,2021-12-13,0.259598,2021,False
3349,2025-07-14,0.743675,2025,False
3354,2024-02-23,0.335559,2024,False
3356,2022-12-01,0.190779,2022,True
3363,2025-12-03,0.315788,2025,False
3372,2024-02-19,0.619532,2024,False
3372,2026-06-23,0.157012,2026,False
3374,2022-05-17,0.543379,2022,True
3376,2022-08-25,0.38455,2022,True
3379,2024-06-18,1.640026,2024,False
3390,2026-04-22,0.231084,2026,False
3402,2024-07-04,0.378809,2024,False
3406,2022-09-02,0.180966,2022,True
3413,2022-09-13,0.278068,2022,True
3413,2026-07-16,0.397527,2026,False
3416,2022-09-02,0.233742,2022,True
3430,2022-02-15,0.489079,2022,True
3432,2022-08-11,0.726631,2022,True
3434,2025-03-12,0.233765,2025,False
3437,2023-10-25,0.345127,2023,False
3441,2021-07-07,1.573026,2021,False
3443,2022-09-22,0.924904,2022,True
3447,2022-11-11,1.105617,2022,True
3447,2024-08-19,0.247425,2024,False
3454,2022-09-06,1.074824,2022,True
3454,2022-11-02,0.95396,2022,True
3454,2022-12-01,1.939221,2022,True
3455,2022-08-10,0.452964,2022,True
3466,2021-12-16,0.315577,2021,False
3466,2023-04-18,5.260169,2023,False
3481,2024-01-16,0.164464,2024,False
3485,2022-09-13,0.955377,2022,True
3485,2023-04-20,0.370757,2023,False
3489,2025-01-03,1.968488,2025,False
3491,2024-09-20,0.80392,2024,False
3491,2026-05-11,0.839939,2026,False
3494,2021-11-29,0.192314,2021,False
3494,2022-06-07,0.150057,2022,True
3494,2022-07-06,0.710564,2022,True
3494,2022-08-05,0.585834,2022,True
3494,2024-11-25,0.468538,2024,False
3520,2023-04-07,0.205302,2023,False
3521,2022-07-11,1.754487,2022,True
3523,2024-04-17,0.27016,2024,False
3528,2025-03-11,0.770495,2025,False
3531,2022-01-04,0.160659,2022,True
3531,2022-06-14,0.268634,2022,True
3535,2022-01-20,0.984842,2022,True
3535,2025-12-01,25.194293,2025,False
3540,2023-11-29,0.328208,2023,False
3545,2022-01-03,0.244098,2022,True
3545,2023-09-18,0.723151,2023,False
3546,2021-07-12,0.443433,2021,False
3551,2025-12-09,0.282417,2025,False
3555,2022-02-22,3.813754,2022,True
3555,2023-01-11,1.213235,2023,False
3557,2023-10-20,0.223518,2023,False
3557,2024-04-11,0.676842,2024,False
3558,2022-02-11,0.328193,2022,True
3558,2022-03-23,0.334821,2022,True
3558,2022-05-03,0.643647,2022,True
3558,2022-06-01,0.257211,2022,True
3558,2022-12-01,1.162641,2022,True
3558,2023-02-02,0.947176,2023,False
3563,2021-08-02,0.244591,2021,False
3564,2022-06-13,0.648483,2022,True
3564,2022-07-21,0.829657,2022,True
3570,2021-12-09,0.318412,2021,False
3577,2022-08-02,0.289137,2022,True
3580,2022-02-08,0.445417,2022,True
3580,2022-09-01,0.779674,2022,True
3583,2021-12-27,0.755572,2021,False
3593,2021-10-26,0.431202,2021,False
3593,2024-02-20,0.249329,2024,False
3594,2022-12-14,0.300607,2022,True
3607,2024-02-15,0.615075,2024,False
3617,2022-08-30,0.267722,2022,True
3617,2022-11-09,0.68346,2022,True
3623,2023-10-30,0.598262,2023,False
3624,2026-01-13,0.201053,2026,False
3645,2026-04-13,0.238451,2026,False
3661,2023-03-16,0.734793,2023,False
3679,2025-01-13,0.376763,2025,False
3684,2021-12-08,1.189634,2021,False
3685,2022-08-04,0.822776,2022,True
3686,2024-04-22,2.496075,2024,False
3689,2026-04-13,0.417985,2026,False
3691,2024-04-30,1.323817,2024,False
3693,2022-08-18,0.726504,2022,True
3703,2022-08-09,0.691811,2022,True
3704,2022-11-10,0.32367,2022,True
3709,2024-06-19,0.316777,2024,False
3710,2024-06-17,0.271912,2024,False
3711,2022-01-05,0.194579,2022,True
4102,2021-11-12,0.632631,2021,False
4102,2022-10-06,0.850074,2022,True
4104,2023-06-29,0.187815,2023,False
4106,2022-12-12,0.278203,2022,True
4106,2026-07-13,0.267548,2026,False
4108,2022-12-19,0.172703,2022,True
4114,2022-01-07,0.166113,2022,True
4116,2022-05-26,1.497141,2022,True
4119,2022-09-12,0.910376,2022,True
4119,2023-03-08,0.431428,2023,False
4123,2022-04-18,0.217124,2022,True
4123,2022-08-29,0.560272,2022,True
4123,2023-04-19,0.874703,2023,False
4123,2023-07-17,0.702409,2023,False
4129,2022-07-29,0.793623,2022,True
4129,2023-03-14,0.306481,2023,False
4131,2025-03-07,4.486865,2025,False
4147,2026-07-03,0.429413,2026,False
4148,2024-10-28,0.296959,2024,False
4153,2022-04-22,0.593566,2022,True
4153,2022-12-05,0.414173,2022,True
4154,2022-06-10,0.660855,2022,True
4155,2022-04-15,0.93078,2022,True
4161,2024-02-15,1.737858,2024,False
4162,2021-12-02,0.313645,2021,False
4162,2022-07-05,0.238588,2022,True
4162,2022-09-22,0.198498,2022,True
4163,2022-09-08,0.291999,2022,True
4163,2022-12-02,0.197386,2022,True
4173,2026-02-26,0.419809,2026,False
4174,2023-06-09,0.297619,2023,False
4188,2021-09-08,1.217295,2021,False
4190,2022-08-01,0.174517,2022,True
4190,2022-08-29,0.297053,2022,True
4192,2022-04-11,3.359133,2022,True
4198,2022-08-15,2.77556,2022,True
